path	type	bytes	sha256	link_target	component	port_status	linux_6_6_replacement	build_policy	notes
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/irq.c	file	6378	172f409f06668fc290dd6626f8f5b835c87f2e720c52e697b15dd5f8702887d6		Linux 2.6 BSP copy	legacy-bsp-replaced	irqchip/irq-realtek-rtl	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/modules.order	file	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/pci-fixup.c	file	1112	423d34273714b59066758aa7956516b189ceed39a5b8720c5a0d71360868218f		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux PCI subsystem; no unverified SDK host controller enabled	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/pci-ops.c	file	1939	878e8820698f3ad4e4c7a2f40a7322893e32bf64ade9caddeaf9bdee2e67566f		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux PCI subsystem; no unverified SDK host controller enabled	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/pci.c	file	1981	d6e34b0d1d617437822a7cb3b27ad1d73e0f06cbb20f80daf05bc658ebed946c		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux PCI subsystem; no unverified SDK host controller enabled	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/prom.c	file	2108	af2959a0fd950882e984e6a2d62646db640b380413b6f88cf047b5870e694f8c		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/prom.h	file	967	6345ed510edb2be909ac2de8f24464209cea69149a8e1a5a3bf9848f9d827014		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/serial.c	file	2399	088a093f7f31b808f542dde7d6487fc4e705b3bd2afe31fcb911a549b9303110		Linux 2.6 BSP copy	legacy-bsp-replaced	serial 8250/OF	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/setup.c	file	1022	0b8072d567a593e24ebf812d9d28b2db35e5a77a375aadc895301ded3210f18a		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/smtc.c	file	2395	05fe50283ca4e4ef6f6ece413f1a884ba1d0163337eb4fe590b79feb57b3c095		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/timer.c	file	4514	0ed98be20efb166b38dcaecbaac1e772ffc81b78b92675135dce2b885d912c94		Linux 2.6 BSP copy	legacy-bsp-replaced	REALTEK_OTTO_TIMER and RTL83xx clock drivers	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/usb.c	file	3375	a404af624a52c8ec68932bb1140b5c28d3e87f368899bc2951614677410120bc		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux USB host/device subsystem; board-specific validation required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/usb.h	file	7383	870f1bbe045d6bb4612133a32d7d2029ce7547803a0e12c357ba1f090e687d0e		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux USB host/device subsystem; board-specific validation required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/vmlinux.lds.S	file	3401	298446203b04fb281d0e71277edfab0397bd09b079cc521ae9d1bca180636de0		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/bsp/vsmp.c	file	1467	737df5edb8202c1aa3706e3a581db29da868796cdd8812e67cc9758021a8e563		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/config.cpu	file	865	bafdda2ce4e708ae9e8f0cde242553b89e05b91ab2644d5a0e28dedb6c40690d		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/model/34kc/config.in	file	742	ca936f6c41e2b227db5f07dbbb3d81996a1fc65887651e4560b2cffdc9b8d549		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl8390/selection	symlink	12	94c5ce00b0151abee27bd13bef3cc085d0d6d565ad02980457b87ca9ce5dfb83	model/34kc/.	Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/bsp	symlink	13	a7ac65fa8e4654cb801f50ff432f3001bb3ff974d5ba1644b292fe8b42e350ca	selection/bsp	Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/Makefile	file	555	567d0736917ed17f7d0bcf5e68e8e64b6d9f01556794a5cd2fd4a6d1d14afae9		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/bspchip.h	file	12892	526ae050429a8f6c811e9eaac972a59aeac332ce8c43a9d971134e10dd44e9a3		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/bspcpu.h	file	671	df4ca549dfe3c581f5df1649d437d1404e2462a90433c905ba253f23fd8d00d6		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/bspinit.h	file	421	0b06e49c744dfc34f96205bc3082d6290ac2ae454f1b93fbd1772fcb2faee573		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/chip.h	symlink	55	3c643abe9aa9e7ab5e2eaa590bafc647badaf77f9cb540e6310073e25082571d	../../../../../../../../../../include/drv/swcore/chip.h	Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/chip_probe.c	symlink	47	0fdead28d9b26216210e6a59c0f80041dc50d6592080b72f11652ee372bed306	../../../../../../../../../../drv/swcore/chip.c	Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/irq.c	file	7442	4f700af8c788e65043c8e9ec4dba08527d5b240516e2a76759175b79cde49f12		Linux 2.6 BSP copy	legacy-bsp-replaced	irqchip/irq-realtek-rtl	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/modules.order	file	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/pci-fixup.c	file	1112	423d34273714b59066758aa7956516b189ceed39a5b8720c5a0d71360868218f		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux PCI subsystem; no unverified SDK host controller enabled	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/pci-ops.c	file	1939	878e8820698f3ad4e4c7a2f40a7322893e32bf64ade9caddeaf9bdee2e67566f		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux PCI subsystem; no unverified SDK host controller enabled	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/pci.c	file	1981	d6e34b0d1d617437822a7cb3b27ad1d73e0f06cbb20f80daf05bc658ebed946c		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux PCI subsystem; no unverified SDK host controller enabled	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/prom.c	file	4925	ef16314c8bee8112d9fefcc2df2556eb5b729c7e44e0147cc109d15caa949333		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/prom.h	file	967	6345ed510edb2be909ac2de8f24464209cea69149a8e1a5a3bf9848f9d827014		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/serial.c	file	2399	088a093f7f31b808f542dde7d6487fc4e705b3bd2afe31fcb911a549b9303110		Linux 2.6 BSP copy	legacy-bsp-replaced	serial 8250/OF	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/setup.c	file	1917	f0dd3fc5a4b0fab1216d675228a74aeba181ab6cb6275c9a8880fc247ed3d9c3		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/smtc.c	file	2395	05fe50283ca4e4ef6f6ece413f1a884ba1d0163337eb4fe590b79feb57b3c095		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/timer.c	file	8156	003ccf14edf38240e2725a161fe7912d78374c5a12702febdcac6040feaecc41		Linux 2.6 BSP copy	legacy-bsp-replaced	REALTEK_OTTO_TIMER and RTL83xx clock drivers	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/usb.c	file	3375	a404af624a52c8ec68932bb1140b5c28d3e87f368899bc2951614677410120bc		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux USB host/device subsystem; board-specific validation required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/usb.h	file	7383	870f1bbe045d6bb4612133a32d7d2029ce7547803a0e12c357ba1f090e687d0e		Linux 2.6 BSP copy	legacy-bsp-replaced	generic Linux USB host/device subsystem; board-specific validation required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/vmlinux.lds.S	file	3401	298446203b04fb281d0e71277edfab0397bd09b079cc521ae9d1bca180636de0		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/bsp/vsmp.c	file	1467	737df5edb8202c1aa3706e3a581db29da868796cdd8812e67cc9758021a8e563		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/config.cpu	file	865	894872e2e12417b00685e71a6d77b30b3f7705771657c1256c21b6adfcf9d08b		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/model/mips32r2/config.in	file	742	ca936f6c41e2b227db5f07dbbb3d81996a1fc65887651e4560b2cffdc9b8d549		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/boards/rtl83xx-universal-bsp/selection	symlink	16	2eeccdd2dbb4abc9425a7068dff7e559fabdb54194067286eaf904b1f98b282f	model/mips32r2/.	Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/arch/mips/realtek/sel_chip	symlink	31	a4b91c5f67007d4cced3e7412395881e07aa4905d3873dd8190dbf4d1fc6bcec	./boards/rtl83xx-universal-bsp/	Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/drivers/mtd/maps/rtk_nor_flash.c	file	5568	18d7d89e7f3f03f2dead7024a47b3ead10f31ebbeb9777777eb056b661f71849		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/drivers/mtd/maps/rtk_spi_flash_mio.c	file	81189	93282b65f4149f1ff0edc55bd801dadcf0906585816b9f7e16a731dcfedba221		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/drivers/mtd/maps/rtk_spi_flash_sio.c	file	44351	0d4d3a7200e469218778f2d5b884439826c31eaa6e21e7804d9b2a7e89895f81		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl8328/platform.h	file	7609	a489b0450fb9d561c987765e197e6387fe62ec338829eb403b776e60f45d09c0		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl8328/prom.h	file	967	6345ed510edb2be909ac2de8f24464209cea69149a8e1a5a3bf9848f9d827014		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl_assert.h	file	240	f42884cece0caf59ddde94b4e369f221bfe031cdf9d7b486bbb3da4eababf47e		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl_error.h	file	430	7b1f3e45304e77bbcb0bcb51ab8542b34543dfdde33cd0d1671c0980586cd640		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl_glue.h	file	22237	a42660bea4356a848e7b6180f7429118b690ddc0a71f60e8e42bf6f497f3d8b1		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl_queue.h	file	30129	fd885e59c67d99226e4564f55ea3f43fb0875bcbb5e27577420697ad5bf3a48f		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl_types.h	file	16263	ad72ca7f9040885f7478ad3d4f96d5be4ce5d8776998a49c5c261617ca022ac8		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/asm-mips/mach-realtek/rtl_utils.h	file	2136	b9ec8060d133278fdb65d64a05f45107955f0112120d02389af96a46a8c5803f		Linux 2.6 BSP copy	legacy-bsp-replaced	modern MIPS Realtek platform code and generic Linux 6.6 subsystem	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/linux/mtd/rtk_flash_common.h	file	24584	cafc0c1635ea6d64a5241913e754dc91978febe07037bc3c399be01dde410fa9		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/linux/mtd/rtk_norflash.h	file	1532	5e6d8d870a677e3cf50cbbeeeb907051a1e0e859b8a58fd60d458fc145716566		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/linux/mtd/rtk_spiflash_mio.h	file	11249	b0e9ef2ad4bb7b339d65198cfb2b14015fe95bd1747ebe61e67509cb897bcd87		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.32.x/include/linux/mtd/rtk_spiflash_sio.h	file	6852	1b1b158dead035d32790c43c9a863f04f060c238568d8675be2b7d7d9d4a595f		Linux 2.6 BSP copy	legacy-bsp-replaced	Linux SPI-NOR/MTD plus RTL8197F SPI-ROM automap where required	not-built	The embedded 2.6.32 kernel fork is reference material, not a second kernel source tree.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/Kconfig	file	166	601376b432cd5d77b60041921190becedb580711bd0e7ecd91b5864f980053fe		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/Makefile	file	180	92125180d023d4ea8e6960aa39d15ab369c5764fd8a11fb9ed9d191091894757		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/int.c	file	4843	a12736e0abaa5ca6fade02fd61f4359acae505d2500d9c7400a627aef3dfabb3		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/mem.c	file	1733	4f0a04e29b263c118d67bd7c407ff333bc6e42b1302fe5279c9993ced9923be3		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/printf.c	file	2043	7387b0ffae3a9edf8a2dd311c801832866ef302b9d931af9200c895db34d3090		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/rtl8316sIRQ.S	file	795	99819959128d13a963de1bf21fcbee1a33bb4dccbec4f53d3b00bb9e8c5d614d		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8328/setup.c	file	3466	819283278442d4ce0118c38cc38d28a922e9a43aa9d183a7fd005a7c56606011		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8380/Kconfig	file	166	bfb265c4caed7252975f960251cb6f2e8a8e5a943e8636299753aaf13c136e43		legacy Linux glue	legacy-kernel-glue-replaced	OpenWrt target integration and native Linux subsystem APIs	not-built	Legacy SDK glue is retained only for behavior comparison.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8380/Makefile	file	180	9b2e6d8f3f267edcf661b96ee5aa9b9c7836fad46ecf1c16043d4e2c7b90b5a5		legacy Linux glue	legacy-kernel-glue-replaced	OpenWrt target integration and native Linux subsystem APIs	not-built	Legacy SDK glue is retained only for behavior comparison.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8380/int.c	file	4861	f2f89d298119821251298f5768f15d2b8b31c078ece0b3ff8a71387fe56623fa		legacy Linux glue	legacy-kernel-glue-replaced	OpenWrt target integration and native Linux subsystem APIs	not-built	Legacy SDK glue is retained only for behavior comparison.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8380/mem.c	file	1733	4f0a04e29b263c118d67bd7c407ff333bc6e42b1302fe5279c9993ced9923be3		legacy Linux glue	legacy-kernel-glue-replaced	OpenWrt target integration and native Linux subsystem APIs	not-built	Legacy SDK glue is retained only for behavior comparison.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8380/printf.c	file	2043	7387b0ffae3a9edf8a2dd311c801832866ef302b9d931af9200c895db34d3090		legacy Linux glue	legacy-kernel-glue-replaced	OpenWrt target integration and native Linux subsystem APIs	not-built	Legacy SDK glue is retained only for behavior comparison.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8380/setup.c	file	5709	f509601ba8ff8444cc103f16bdccdb23729695420e8ac55481ac765aeb007a3c		legacy Linux glue	legacy-kernel-glue-replaced	OpenWrt target integration and native Linux subsystem APIs	not-built	Legacy SDK glue is retained only for behavior comparison.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8389/Kconfig	file	166	cf2b90255026e9e7639a32b93d3671fa9c7287c7976671d3200bc26312bd1823		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8389/Makefile	file	231	660bf20c9efd7f6bfeaff3ff65f93006c77b00439c21a988d1259b3e8bbe6f9e		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
system/linux/linux-2.6.x/arch/mips/realtek/rtl8389/int.c	file	4918	bd2c28cdf57e67e39ca72f31b0683f0ff79e5f9b9f91eab7c5755d3b5053b911		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
